gvkey,tic,conm,GIC_Industry,GIC_SubIndustry,suitflag,idbflag,restatementflag,Vol_capx_Variance,Vol_cogs_Variance,Vol_cshfd_Variance,Vol_dltt_Variance,Vol_dp_Variance,Vol_emp_Variance,Vol_epspi_Variance,Vol_ni_Variance,Vol_ppent_Variance,Vol_sale_Variance,Vol_teq_Variance,Vol_txt_Variance,Vol_wcap_Variance,Vol_xint_Variance,Vol_xsga_Variance,Vol_roa_Variance,Vol_roe_Variance,STD_at,StdDev_capx,StdDev_cogs,StdDev_cshfd,StdDev_dltt,StdDev_dp,StdDev_emp,StdDev_epspi,StdDev_ni,StdDev_ppent,StdDev_sale,StdDev_teq,StdDev_txt,StdDev_wcap,STD_xido,StdDev_xint,StdDev_xsga,StdDev_roa,StdDev_roe
210418,ABB,ABB LTD,Electrical Equipment,Heavy Electrical Equipment,No,B,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6282.036367028343,188.1719072196131,3039.966995434874,6.608075867199618,3214.2168045523417,266.69255082710254,14.432688592220089,0.11146748404803968,259.3774598276933,883.7957437477659,4370.754273196638,1616.8553841742728,104.55461092972736,1061.7926665157688,22.48703330069724,97.01331523730819,828.7586600854718,0.01150343307491186,0.021083638106987376
21238,VICR,VICOR CORP,Electrical Equipment,Electrical Components & Equipment,No,D,1,0.0,0.4369999999999834,0.0,0.0,-0.4369999999999994,-1.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.916567784970724,2.612370443358547,11.995056408787747,1.3094498844934863,0.0,0.5219893836723756,0.02830047113859893,0.5859678603245517,23.88875574232921,4.576843189725133,26.077532513640946,19.91704702007803,3.7413187848671754,14.734240900591612,0.0,0.0,6.239574478012632,0.12725414736949842,0.14664616711737677
213288,ERJ,EMBRAER SA,Aeorspace & Defense,Aerospace & Defense,No,B,1,0.0,-7.800000000000182,0.0,0.0,0.0,0.0,0.0,0.0,-0.09999999999990905,-12.100000000000364,0.0,0.30000000000001137,-3.5,-0.20000000000000284,-2.8999999999999773,3.672138895807059e-05,0.0,762.0562293339427,119.58518233181458,177.64485873037074,1.106775910772682,424.11748372355504,33.48726125956955,1.2277268968843742,0.6294111004211264,114.43455189175457,344.1790909783258,402.47203629569066,240.98631358094445,99.47811735921287,223.8640361171637,0.0,27.200122548743533,81.11779500619242,0.012205924670410845,0.03304922607377467
21429,GVA,GRANITE CONSTRUCTION INC,Construction & Engineering,Construction & Engineering,No,D,1,0.0,-5.8659999999999854,0.0,0.0,5.866,-4.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.1,0.0,0.0,0.0,88.91476351915178,4.112798590984004,204.4733945519155,0.5413926486386748,27.099501182371107,7.533217484359965,0.7767453465154028,1.463839130505808,56.19418079896411,21.19064770128556,208.69451140123442,38.616882292593274,32.67879357728291,16.692335274510473,0.0,2.3509238432298636,15.266245663772933,0.0354032039215756,0.06867449110962046
21487,BEAV,B/E AEROSPACE INC,Aeorspace & Defense,Aerospace & Defense,No,D,1,0.0,0.0,0.0,0.0,0.0,-10.285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1065.7818081108344,41.002520247744116,376.5102599310321,1.2909944487358056,412.66123616513016,16.136165385039078,1.657726228905123,0.8668333173107735,91.8109289064579,114.1646033876817,658.04994997847,431.5321878686068,30.18557878634541,411.6528837098881,0.0,15.278388876667156,122.48778170359144,0.010652220395968144,0.021548263140543564
21496,ORB,ORBITAL SCIENCES CORP,Aeorspace & Defense,Aerospace & Defense,No,D,1,0.0,0.0,0.0,0.0,0.0,-3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.52437884242842,19.975068433341264,33.65409816055104,0.8732881826751108,7.430275740733539,6.556766651076326,0.09574271077563383,0.15326991442115,9.630081044138032,11.421967416634777,58.87268965035196,96.90910042362728,8.316895709938898,139.024421850683,0.0,3.151666477172565,17.05201245943324,0.006206255415448778,0.009951455778071697
218399,ALSMY,ALSTOM SA,Electrical Equipment,Heavy Electrical Equipment,No,B,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22614.238149286128,588.0470918758973,11410.798124295272,1668.8323712540152,3249.9707058059466,431.9480541607984,50.81531791891103,0.17386776584519628,515.1283744760135,2169.072326950441,14710.724199923292,3581.094954340474,129.9903425424366,1007.601940725503,0.0,175.98563021082145,1860.0574971201293,0.012547021972292832,0.08158966712032002
221636,ABGB,ABENGOA SA,Construction & Engineering,Construction & Engineering,Yes,B,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
221821,NJ,NIDEC CORP,Electrical Equipment,Electrical Components & Equipment,No,B,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1516.3109676123502,133.73543933191377,702.1945118674735,11.340780784408132,1032.1707437660207,47.371496475201205,4.581264126854059,0.3906660978380386,217.06602610565292,325.89516662448375,913.5303573219124,376.194057021506,71.8254896864616,797.4257198487519,28.035359471567332,4.4206399649824455,176.97443923487936,0.026423501547172188,0.04558107501995874
22592,AVTC,AVT INC,Machinery,Industrial Machinary,No,D,1,2.3169999999999997,1.7730000000000001,47.271,1.34,2.8289999999999997,-0.03,0.01,0.022000000000000002,2.52,5.6579999999999995,16.37,0.0,2.9,0.294,0.74,0.0011684104307185725,0.0013439218081857055,15.319468414406552,0.06151828996322963,2.882874346897554,19.958088898990304,0.6774082963767125,0.647002704785691,0.021213203435596427,0.03535533905932738,0.964493649538451,1.4142135623730951,7.28319984622144,13.649282197243927,0.0,4.439216372289145,0.0,0.17465537495307723,2.614173770046666,0.044518516018391456,0.04996599748942915
