GIC_Industry,GIC_SubIndustry,suitflag,stko,restatementflag,Vol_roe_Variance,Vol_capx_Variance,Vol_cogs_Variance,Vol_cshfd_Variance,Vol_dltt_Variance,Vol_dp_Variance,Vol_emp_Variance,Vol_epspi_Variance,Vol_ni_Variance,Vol_ppent_Variance,Vol_sale_Variance,Vol_teq_Variance,Vol_txt_Variance,Vol_wcap_Variance,Vol_xint_Variance,Vol_xsga_Variance,Vol_roa_Variance,STD_at,StdDev_capx,StdDev_cogs,StdDev_cshfd,StdDev_dltt,StdDev_dp,StdDev_emp,StdDev_epspi,StdDev_ni,StdDev_ppent,StdDev_sale,StdDev_teq,StdDev_txt,StdDev_wcap,STD_xido,StdDev_xint,StdDev_xsga,StdDev_roa,StdDev_roe,Foreign_and_Domestic_indicator
Construction & Engineering,Construction & Engineering,1.0,0,1,0.0255739905303885,0.08711377199076499,0.10374963172139548,0.1044718454634758,0.07320937008143913,0.07203402710571995,0.18566695452416293,0.11081189206204332,0.07337648294083231,0.08508070812795063,0.0019931727701915183,0.09434939188969088,0.08456766637146466,0.12306625287690673,0.0714495556435292,0.07757607843268048,0.07512715704611461,0.2230886849713719,0.2401153269060146,0.28214939061144256,0.2861297783652943,0.18050036236922545,0.2379464696492647,0.3209651148556497,0.13603247992145082,0.3631900199944868,0.25945279798040977,0.2939695203570824,0.3461868667342112,0.2422485188170097,0.3607150671196635,0.18360605139937086,0.13153617812557974,0.2668182103719833,0.1250693129288624,0.26996472180915954,0
Construction & Engineering,Construction & Engineering,1.0,0,0,0.0255739905303885,0.08711377199076499,0.10374963172139548,0.1044718454634758,0.07320937008143913,0.07203402710571995,0.3603846458493765,0.11081189206204332,0.07337648294083231,0.08508070812795063,0.0019931727701915183,0.09434939188969088,0.08456766637146466,0.12306625287690673,0.0714495556435292,0.07757607843268048,0.07512715704611461,,,,,,,,,,,,,,,,,,,,1
Aeorspace & Defense,Aerospace & Defense,1.0,0,1,0.0255739905303885,0.08711377199076499,0.10374963172139548,0.0814570265968571,0.07320937008143913,0.07203402710571995,0.3603846458493765,0.11081189206204332,0.07337648294083231,0.08508070812795063,0.0019931727701915183,0.09434939188969088,0.08456766637146466,0.12306625287690673,0.0714495556435292,0.07757607843268048,0.07512715704611461,2.3171663104338984,1.4745481157856968,3.0,0.1352989119694282,0.4414300649307493,1.1972104303421407,0.964202793362264,0.18205241130174848,1.6782979446077344,1.0118361926011228,3.0,3.0,1.339252234740184,3.0,0.14757448792374714,0.23762875943401804,0.7703638993781584,0.1257743820981629,0.21800085637827632,0
Machinery,Construction & Farm Machinery & Heavy Trucks,1.0,0,1,0.0255739905303885,0.08711377199076499,0.10374963172139548,0.1044718454634758,0.07320937008143913,0.07203402710571995,0.16710561138632676,0.11081189206204332,0.07337648294083231,0.08508070812795063,0.0019931727701915183,0.09434939188969088,0.08456766637146466,0.12306625287690673,0.0714495556435292,0.07757607843268048,0.07512715704611461,,,,,,,,,,,,,,,,,,,,0
Electrical Equipment,Electrical Components & Equipment,1.0,0,1,0.0255739905303885,0.08711377199076499,0.10374963172139548,0.1044718454634758,0.07320937008143913,0.07203402710571995,0.3147405909375524,0.11081189206204332,0.07337648294083231,0.08508070812795063,0.0019931727701915183,0.09434939188969088,0.08456766637146466,0.12246685410349956,0.05898643915526462,0.07757607843268048,0.07512715704611461,0.2025918530715234,0.17637599805066198,0.2449299309366759,0.1864256477206052,0.17862840043401568,0.2598552953734771,0.30758342173791864,0.11506246008210833,0.08374286274145802,0.23004007732035914,0.2573035973292097,0.2769302712038698,0.21036432794699825,0.20233953706642835,0.20395647347146748,0.09832982432779676,0.21126861077268025,0.1170351618748436,0.2282733262892323,0
Construction & Engineering,Construction & Engineering,1.0,0,0,0.0255739905303885,0.08711377199076499,0.10374963172139548,0.1044718454634758,0.07320937008143913,0.07203402710571995,0.3603846458493765,0.11081189206204332,0.07337648294083231,0.08508070812795063,0.0019931727701915183,0.09434939188969088,0.08456766637146466,0.12306625287690673,0.0714495556435292,0.07757607843268048,0.07512715704611461,,,,,,,,,,,,,,,,,,,,1
Electrical Equipment,Heavy Electrical Equipment,1.0,0,1,0.0255739905303885,0.08696933192317008,0.1034506519125556,0.1044718454634758,0.07320937008143913,0.07190612573627883,0.31985401690055154,0.11081189206204332,0.07337648294083231,0.08508070812795063,0.0024384381852147405,0.09434939188969088,0.09051225415015128,0.12306625287690673,0.0714495556435292,0.07724542442741297,0.07512715704611461,0.2165061545279864,0.22724963402487114,0.2759931687845706,0.2792294857645051,0.1766460604902252,0.26320269871041274,0.3285061051125173,0.2095515664133048,0.3518148679355847,0.24325519404643545,0.2800431161487168,0.3315617005669073,0.2474729375800685,0.3183454191701862,0.18122478386848187,0.13146180347592773,0.2560760762230329,0.12287804224047215,0.2619595405881149,0
Construction & Engineering,Construction & Engineering,1.0,0,1,0.025575414694342723,0.08711377199076499,0.07665724774327054,0.1044718454634758,0.07320792933201044,0.07080142010287571,0.3635688194383998,0.11081189206204332,0.07337648294083231,0.0842148252520656,0.06261921512145731,0.09413731701370584,0.06966682879376354,0.11555277016311526,0.07234418529243929,0.07292931877391695,0.0746057415527006,0.10394162081267758,0.07828379890962381,0.16648039064635733,0.2333817945780214,0.1116974514924537,0.18589184226155728,0.05864009859304605,0.28348882130994074,0.3082455950017991,0.03972110331088847,0.12154978888135272,0.21263059345223756,0.196961963099008,0.08026457787707396,0.15126449800414987,0.09955865310151356,0.1627961850738563,0.12571697168340318,0.2738436084899603,0
Electrical Equipment,Electrical Components & Equipment,1.0,3,1,0.019677556767884283,0.08711377199076499,0.1073588641382018,0.1044718454634758,0.07320937008143913,0.07203402710571995,0.3370781885653908,0.11081189206204332,0.07337648294083231,0.08508070812795063,0.0019931727701915183,0.06391664718580868,0.08456766637146466,0.12306625287690673,0.0714495556435292,0.07185608687394493,0.2064286365249149,0.2289263040651052,0.24475327912655476,0.30385588151178594,0.009584494960332273,0.1804869418242796,0.28913433375341724,0.350021213689148,0.3489622042666886,0.3686637590608573,0.2634054953091181,0.3092682470630173,0.3512470445883844,0.25448316732807424,0.3438892619059261,0.20395647347146748,0.1300765628238657,0.2788176123720365,0.10893676499826807,0.2675890170636651,0
Electrical Equipment,Electrical Components & Equipment,1.0,0,1,0.024418144566036026,0.08562887409960235,0.09443775284545376,0.1044718454634758,0.07320937008143913,0.07927799847229758,0.4469984009399652,0.009888249066526987,0.06289369077055705,0.124945385612155,0.02195334654709469,0.09262995710396364,0.04421533211216814,0.06656241946018214,0.0714495556435292,0.07819220390833416,0.07050159158744651,0.16243810767509545,0.18558904661789416,0.060527978638920565,0.2598528859452001,0.12821179343369216,0.11420215820868107,0.011747228333351643,0.11936738557647047,0.2184356356168977,0.08609023120108229,0.017019982185913798,0.2683826628708808,0.17232140528142995,0.14419623205533447,0.20395647347146748,0.036139437780900514,0.09842541560820484,0.125477208317201,0.27068361014961506,0
Electrical Equipment,Heavy Electrical Equipment,1.0,0,1,0.0255739905303885,0.08711377199076499,0.10374963172139548,0.1044718454634758,0.07320932891716972,0.07203402710571995,0.3574780668809348,0.11081189206204332,0.07337648294083231,0.08508070812795063,0.0019931727701915183,0.09434939188969088,0.08456766637146466,0.12306752548576745,0.0714495556435292,0.07757607843268048,0.07512715704611461,0.2258053988499961,0.2461516287329279,0.3112637251413043,0.2891537906601816,0.1804595764516577,0.2889738841198481,0.3593709420877429,0.28231382187628346,0.380808402276683,0.26451531185379745,0.3170534591605457,0.34165766540902315,0.2516940763613337,0.3600171957556993,0.20395647347146748,0.13220146392264104,0.27281490478982684,0.12033058976256693,0.2441767809720995,1
Aeorspace & Defense,Aerospace & Defense,1.0,0,1,0.0255739905303885,0.08711377199076499,0.10374963172139548,0.1044718454634758,0.07320937008143913,0.07203402710571995,0.3143099866459314,0.11081189206204332,0.07337648294083231,0.08508070812795063,0.0019931727701915183,0.09434939188969088,0.08456766637146466,0.12306625287690673,0.0714495556435292,0.07757607843268048,0.07512715704611461,,,,,,,,,,,,,,,,,,,,0
Electrical Equipment,Electrical Components & Equipment,1.0,3,1,0.0255739905303885,0.08711377199076499,0.10374963172139548,0.1044718454634758,0.07320937008143913,0.07203402710571995,0.2970858149810921,0.11081189206204332,0.07337648294083231,0.08508070812795063,0.0019931727701915183,0.09434939188969088,0.08456766637146466,0.12306625287690673,0.0714495556435292,0.07757607843268048,0.07512715704611461,,,,,,,,,,,,,,,,,,,,0
