,Vol_at_Variance,Vol_capx_Variance,Vol_cshfd_Variance,Vol_emp_Variance,Vol_epspi_Variance,Vol_ni_Variance,Vol_sale_Variance,Vol_teq_Variance,Vol_wcap_Variance,Vol_roa_Variance,Vol_roe_Variance,StdDev_cshfd,StdDev_emp,StdDev_epspi,StdDev_wcap,StdDev_xido,StdDev_roa,StdDev_roe,at_PercentChange,capx_PercentChange,cogs_PercentChange,dp_PercentChange,emp_PercentChange,epspi_PercentChange,ni_PercentChange,sale_PercentChange,txt_PercentChange,wcap_PercentChange,xido_PercentChange,xint_PercentChange,roe_PercentChange,Foreign_and_Domestic_indicator,GIC_SI_Agricultural_Farm_Machinery,GIC_SI_Construction_Engineering,GIC_SI_Construction_Farm_Machinery_Heavy_Trucks,GIC_SI_Electrical_Components_Equipment,GIC_SI_Heavy_Electrical_Equipment,GIC_SI_Industrial_Conglomerates,GIC_SI_Industrial_Machinary,suitflag
0,0.06101665859566175,0.04451105098798088,0.4405174964496113,0.06043746121120783,0.04541191126555875,0.07254370963145852,0.0015106070574026395,0.049988565538856826,0.07233265022316744,0.05180104360600235,0.32902335701450475,0.01843642679272064,0.3064736116798261,0.37580638387060855,0.3785394087388168,0.18879018454299276,0.08137374979045715,0.08624204962414299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0
1,0.05263546045794359,0.04371758556079396,0.014991997403474962,0.06043746121120783,0.045465333132298495,0.03302856858638687,0.002117300767144296,0.05738763917949365,0.06771822294915078,0.058967922113256625,0.008040528176865654,0.13262088934941246,0.2516585218596088,0.16794933226935047,0.0497004348390825,0.1836099835697545,0.10337678672242158,0.1814422828442949,0.0,0.0,0.0,-0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0
2,0.05263546045794359,0.04371758556079396,0.014991997403474962,0.06043746121120783,0.045465333132298495,0.03302856858638687,0.002117300767144296,0.05738763917949365,0.06771822294915078,0.058967922113256625,0.008040528176865654,0.13520926632174235,0.3086399036297993,3.0,0.3170655895141206,0.16307329543542035,0.08894280212687121,0.15950376303328714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0
3,0.05263546045794359,0.04371758556079396,0.014991997403474962,0.06043746121120783,0.045465333132298495,0.03302856858638687,0.002117300767144296,0.05738763917949365,0.06771822294915078,0.058967922113256625,0.008040528176865654,0.13523452964730998,0.3083175682581907,0.2566997372109018,0.38464557240130265,0.18879018454299276,0.10171770152752416,0.181313560226982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0
4,0.05263546045794359,0.04371758556079396,0.014991997403474962,0.06043746121120783,0.045465333132298495,0.03302856858638687,0.002117300767144296,0.05738763917949365,0.06771822294915078,0.058967922113256625,0.008040528176865654,0.1316141054325042,0.21623903363323227,0.12054869953609818,0.07039837912318894,0.18879018454299276,0.1017194545459456,0.17519906470617086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0
5,0.1156387157985855,0.022140044895720263,0.014991997403474962,0.06043746121120783,0.045465333132298495,0.03302856858638687,0.002117300767144296,0.05738763917949365,0.08885958580194757,0.058974528386400236,0.008040528176865654,0.0007230705125649069,1.648614226039871,0.07545848930637587,0.9631203653379072,0.18879018454299276,0.10276603643384016,0.1766113449636325,0.0,-0.08,0.01,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,0.0,0.0,0.0,1,0,0,0,0,0,0,1,0
6,0.12505186380826425,0.07931017758032145,0.03903264311649142,0.06043746121120783,0.04696114540101149,0.10294203860449938,0.016630398045980238,0.1452900638029432,0.043383190693547034,0.1030811418944416,0.1010098784787458,0.11787546706664008,0.2361144450178531,0.214447056533422,0.3627003107629283,0.1854446854273676,0.10170308704506252,0.17178855822208192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0
7,0.05263546045794359,0.04371758556079396,0.014991997403474962,0.06043746121120783,0.045465333132298495,0.03302856858638687,0.006101502751240417,0.05738763917949365,0.06771822294915078,0.058967922113256625,0.008040528176865654,0.0801467550079088,0.30747213280264835,0.3295867702013881,0.3750514682468689,0.1491961817708751,0.09602614332325922,0.1979525175706095,0.0,0.0,-0.2,0.0,0.0,-0.0,-0.0,-0.22,0.0,0.0,0.0,0.0,-0.0,0,0,0,0,1,0,0,0,0
8,0.05263546045794359,0.04371758556079396,0.014991997403474962,0.06043746121120783,0.045465333132298495,0.03302856858638687,0.002117300767144296,0.05738763917949365,0.06771822294915078,0.058967922113256625,0.008040528176865654,0.016177984238826142,1.0514695929246418,0.016961959322180625,3.0,0.5304794432091926,0.10248537578609787,0.16800383855438036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0
9,0.05263546045794359,0.04371758556079396,0.014991997403474962,0.06043746121120783,0.045465333132298495,0.03302856858638687,0.002117300767144296,0.05738763917949365,0.06771822294915078,0.058967922113256625,0.008040528176865654,0.13201121491586246,0.19291993396025867,0.03241351978171548,0.2668304589510798,0.18879018454299276,0.09992366585040344,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0,0,0,1,0,0,0,0,0
10,0.05344676315333237,0.04371758556079396,0.014991997403474962,0.06043746121120783,0.04553211046572318,0.040552395898852914,0.015042836266152503,0.0695978979023996,0.06714749115473292,0.05855965516268138,0.0069499558744406794,0.10177339215077867,0.2973007518277362,0.3373527428870019,0.3283199025833225,0.18813034405283774,0.09890830926780096,0.1542899379673726,0.0,0.0,0.02,-0.07,0.0,-0.12,0.01,-0.32,0.0,0.0,0.0,-0.12,0.01,0,0,0,0,1,0,0,0,0
11,0.05263546045794359,0.04371758556079396,0.014991997403474962,0.06043746121120783,0.045465333132298495,0.03302856858638687,0.002117300767144296,0.05738763917949365,0.06771822294915078,0.058967922113256625,0.008040528176865654,0.08085837927864438,0.30074268702538737,0.17869478826786211,0.29367927766205515,0.18879018454299276,0.09697221389186446,0.13673374823481518,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0,0,0,0,1,0,0,0,0
12,0.05263546045794359,0.04371758556079396,0.014991997403474962,0.06043746121120783,0.045465333132298495,0.03302856858638687,0.002117300767144296,0.05738763917949365,0.06771822294915078,0.058967922113256625,0.008040528176865654,0.13255831083194525,0.2782838512829233,0.6021005880890228,0.3615899271778058,0.18879018454299276,0.10245910396631634,0.17085790512094204,0.0,0.0,-0.0,0.13,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
13,0.05263546045794359,0.04371758556079396,0.014991997403474962,0.06043746121120783,0.045465333132298495,0.03302856858638687,0.002117300767144296,0.05738763917949365,0.06771822294915078,0.058967922113256625,0.008040528176865654,0.13523452964730998,0.3046107114846912,0.3899581916552611,0.3835076699459796,0.18879018454299276,0.042811361408361316,0.1320191336869474,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0
14,0.05263546045794359,0.04371758556079396,0.06336383977746884,0.06043746121120783,0.044810915264736566,0.03302856858638687,0.002117300767144296,0.05738763917949365,0.06771822294915078,0.058967922113256625,0.008040528176865654,0.12155845444875488,0.2352704203801107,0.31736638386108723,0.2841839190571697,0.18879018454299276,0.10194321020862476,0.18004522719115548,0.0,0.0,-0.0,0.12,0.0,-0.34,0.0,0.0,0.0,0.0,0.0,-0.05,0.0,0,0,0,0,0,0,0,0,0
15,0.053504470876435214,0.11779325079888706,1.3116369923546485,0.06043746121120783,0.045465333132298495,0.03251694832913918,0.007580550209000534,0.11301294545755652,0.055433322267887074,0.05881903906592326,0.5442343254633364,0.054160290019602736,0.29919633904221776,0.3411543388668123,0.3719507955429757,0.18879018454299276,0.05105843453015868,0.02583125121106579,0.01,0.0,0.0,0.0,0.0,0.0,-0.71,0.0,0.0,-433.57,0.0,0.0,-1.0,0,0,0,0,0,0,0,1,0
16,0.05263546045794359,0.04371758556079396,0.014991997403474962,0.06043746121120783,0.045465333132298495,0.03302856858638687,0.002117300767144296,0.05738763917949365,0.06771822294915078,0.058967922113256625,0.008040528176865654,0.1247191228186227,0.300247827274587,0.31708831871569243,0.3445442244861716,0.17998001781913953,0.10038549741461862,0.1706393714053744,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0,0,0,0,0,0,0,1,0
17,0.05263546045794359,0.04371758556079396,0.014991997403474962,0.06043746121120783,0.045465333132298495,0.03302856858638687,0.002117300767144296,0.05738763917949365,0.0677222706923736,0.058967922113256625,0.008040528176865654,0.1321334564338812,0.3086399036297993,0.2566997372109018,0.2869353383998121,0.18879018454299276,0.100079114396404,0.1732220295156455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,1
18,0.05263546045794359,0.04371758556079396,0.014991997403474962,0.06043746121120783,0.045465333132298495,0.03302856858638687,0.002117300767144296,0.05738763917949365,0.06771822294915078,0.058967922113256625,0.008040528176865654,0.12982537494555038,0.3080368693677003,0.2850606658363689,0.3825231113740769,0.18879018454299276,0.09779963622222597,0.15829794158723404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0,0,0,0,0,0,0,0,0
19,0.05263546045794359,0.04371758556079396,0.014991997403474962,0.06043746121120783,0.045465333132298495,0.03302856858638687,0.002117300767144296,0.05738763917949365,0.06771822294915078,0.058967922113256625,0.008040528176865654,0.13523452964730998,0.3086399036297993,0.3932083978612211,0.38464557240130265,0.18879018454299276,0.1038296286174901,0.1830250413613428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
20,0.05263546045794359,0.04371758556079396,0.014991997403474962,0.06043746121120783,0.045465333132298495,0.03302856858638687,0.002117300767144296,0.05738763917949365,0.026937209979222512,0.058967922113256625,0.008040528176865654,0.1285696500037558,0.24004343886764976,0.0841737736412347,0.02636121128271501,0.18879018454299276,0.1024521479796728,0.176480835527119,0.0,0.0,0.0,-0.05,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0
21,0.05263546045794359,0.04371758556079396,0.014991997403474962,0.06043746121120783,0.045465333132298495,0.03302856858638687,0.002117300767144296,0.05738763917949365,0.059189627978665574,0.058967922113256625,0.008040528176865654,0.017690591612437332,0.2934901411641928,0.2469491185930219,0.2453425872625768,0.18229454392433367,0.07872722643919919,0.20394486344750612,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.03,0.0,0.0,-0.0,1,0,0,0,0,1,0,0,0
22,0.06849829516736318,0.04371758556079396,2.0310404490878082,0.06043746121120783,0.045465333132298495,0.04317068780359109,0.002117300767144296,0.07270765349049335,0.05914915054643735,0.043946585294020936,0.03174866691213248,0.5605932464624094,0.3023543638834306,0.3899581916552611,0.3838108177043475,0.18808201319734946,0.09851026498436843,0.16520875889339012,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0
23,0.05696693426261284,0.04422767047827126,3.0,0.06043746121120783,0.045465333132298495,0.06041530000376325,0.0016259035245994788,0.0652585378059102,0.0646014606675781,0.0895795215167406,0.2010871410822862,1.0561508120108902,0.3071223006839183,0.3932083978612211,0.3827461830995493,0.18879018454299276,0.07111680712172194,0.10030309104696906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
24,3.0,0.04371758556079396,0.014991997403474962,0.06043746121120783,0.045465333132298495,0.03302856858638687,0.002117300767144296,0.05738763917949365,0.12510712636231616,0.1363262153626865,0.008040528176865654,0.1309437113807035,0.4670885915824434,0.15849114619799426,0.026251234809089256,0.18879018454299276,0.10333844153482376,0.1811839257198419,-0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.07,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0
25,0.05263546045794359,0.04371758556079396,0.014991997403474962,0.06043746121120783,0.045465333132298495,0.03302856858638687,0.002117300767144296,0.05738763917949365,0.06771822294915078,0.058967922113256625,0.008040528176865654,0.13523452964730998,0.2946910600017812,1.2701183020782991,0.303463032260218,0.18879018454299276,0.10152714065603197,0.1672435545272444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,1,0
26,0.05263546045794359,0.04366090945885203,0.014991997403474962,0.06043746121120783,0.045465333132298495,0.03302856858638687,0.002117300767144296,0.05738763917949365,0.06771822294915078,0.058967922113256625,0.008040528176865654,0.13481274786917902,0.30496471493631555,0.3624027978143152,0.3539425378357813,0.18879018454299276,0.10255864414466707,0.18001966569138544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
