annual_revenue,Month_on_Book,Branch_Trans_3_Mos,ATM_Trans_3_Mos,signon_trans_3_Mos,CC_Visits_3_Mos,VRU_visits_3_Mos,BP_trans_3_Mos,RDC_trans_3_Mos,Checking_flag,Savings_flag,Loans_LOC_flag,CreditCard_flag,CDs_flag,HELoans_HELOC_flag,MMDA_flag,Customer_Value,Gender_P1,Household_Age,Auto_Refinance,Credit_Card,Home_Equity_ITA,Click,Open,DV,Dwelling_Type_Business,Dwelling_Type_Condo,Dwelling_Type_MobileHome,Dwelling_Type_MultiFamilyUnit,Dwelling_Type_SingleFamily,Dwelling_Type_Unknown
508,207,0,0,0,0,0,0,0,1,0,1,0,0,0,1,20943.0,1,7.0,0,0,0,0,1,1,0,0,0,0,1,0
728,206,5,87,55,0,0,0,0,1,1,0,1,0,1,0,28104.0,0,4.0,0,0,0,0,0,1,0,0,0,0,1,0
201,206,0,18,92,0,0,15,0,1,0,1,1,0,1,0,4019.0,0,6.0,0,0,0,0,0,1,0,0,0,0,1,0
62,206,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.0,1,6.0,0,0,0,0,0,1,0,0,0,0,1,0
38,205,2,10,9,0,0,0,0,1,0,0,0,0,0,0,109.0,1,7.0,0,0,0,0,1,1,0,0,0,0,1,0
77,205,8,2,374,1,1,4,0,1,0,1,1,0,0,1,2009.0,1,6.0,0,0,0,1,1,1,0,0,0,0,1,0
590,205,0,12,53,0,0,6,0,1,0,0,0,0,0,1,12622.0,0,2.0,0,0,0,0,1,1,0,0,0,0,1,0
74,267,0,75,57,0,0,0,0,1,0,0,0,0,0,0,3005.0,1,6.0,0,0,0,0,0,1,0,0,0,0,1,0
6088,204,1,1,0,0,0,0,0,1,1,0,0,0,1,0,187600.0,0,6.0,0,0,0,0,0,0,0,0,0,0,1,0
422,204,0,0,6,0,0,0,0,0,0,0,1,0,0,0,2086.0,0,4.0,0,1,0,0,0,1,0,0,0,0,1,0
209,204,0,21,135,1,2,0,0,1,0,0,0,0,0,0,602.0,1,7.0,0,0,0,0,1,1,0,0,0,0,1,0
3156,204,0,2,53,0,1,0,1,1,0,0,0,0,1,1,107988.0,0,5.0,0,0,0,0,1,1,0,0,0,0,1,0
1432,203,11,7,0,1,1,0,0,1,0,1,0,0,0,1,2449.0,0,5.0,0,1,0,0,0,0,0,0,0,0,1,0
1884,267,4,1,0,0,0,0,0,1,0,1,0,0,1,0,87964.0,0,4.0,0,0,0,0,0,0,0,0,0,0,1,0
3221,408,0,0,65,2,1,0,0,1,0,0,0,0,1,0,131101.0,0,6.0,0,0,0,0,1,1,0,0,0,0,1,0
1832,287,4,0,0,0,0,0,0,1,0,1,1,0,0,0,46042.0,1,6.0,0,0,0,0,0,1,0,0,0,0,1,0
56,202,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2176.0,1,5.0,0,1,0,0,0,1,0,0,0,0,1,0
687,202,0,0,47,0,0,0,3,1,0,0,1,0,0,0,4597.0,1,3.0,0,1,0,0,0,1,0,0,0,0,1,0
1174,201,0,12,3,0,0,0,0,1,0,0,0,0,0,0,30426.0,0,4.0,0,0,0,0,0,1,0,0,0,0,1,0
501,201,0,24,36,0,0,1,0,1,1,1,0,0,0,0,8657.0,0,3.0,0,1,0,0,0,1,0,0,0,0,1,0
102,200,0,12,44,0,0,0,0,1,1,0,0,0,0,0,7849.0,1,5.0,0,1,0,0,0,1,0,0,0,0,1,0
0,200,0,0,0,0,0,0,0,1,0,0,0,0,0,0,34.0,0,3.0,0,0,0,0,0,0,0,0,0,0,1,0
282,199,1,13,145,0,0,0,0,1,0,0,0,0,0,0,4384.0,1,3.0,0,0,0,0,0,1,0,0,0,0,1,0
438,199,0,0,0,1,0,0,0,1,0,0,0,0,0,0,15606.0,0,5.0,0,0,0,0,1,1,0,0,0,0,1,0
124,199,0,31,132,0,0,0,0,1,1,0,0,0,0,0,599.0,1,3.0,0,1,0,0,0,1,0,0,0,0,1,0
1072,199,1,52,100,1,1,0,0,1,0,0,0,0,0,0,225.0,0,3.0,0,0,0,0,1,1,0,0,0,0,1,0
217,199,0,3,15,0,0,9,0,1,0,0,0,0,0,1,7361.0,0,6.0,0,1,0,0,0,1,0,0,1,0,0,0
840,199,6,4,7,1,2,0,0,1,0,1,1,0,0,0,1619.0,0,3.0,0,0,0,0,0,1,0,0,0,0,1,0
377,198,0,31,752,0,0,40,1,1,0,0,1,0,0,1,1776.0,0,3.0,0,0,0,0,1,1,0,0,0,0,1,0
2434,198,3,15,138,1,2,12,0,1,1,0,1,0,1,0,158378.0,0,5.0,0,0,0,0,1,1,0,0,0,0,0,1
189,197,11,5,0,0,0,0,0,1,1,0,1,0,0,0,8568.0,0,6.0,0,1,0,0,1,0,0,0,0,0,1,0
42,197,0,16,67,0,0,0,6,1,0,0,0,0,0,0,541.0,1,5.0,0,0,0,0,0,1,0,0,0,1,0,0
94,197,0,5,10,0,0,0,3,1,0,0,0,0,0,0,2534.0,0,1.0,0,0,0,0,0,1,0,0,0,0,1,0
289,197,16,0,0,0,1,0,0,1,0,0,0,0,0,1,3982.0,1,4.0,0,0,0,0,0,1,0,0,0,0,1,0
1538,197,0,26,0,0,46,0,0,1,0,1,1,0,0,1,14001.0,1,5.0,0,0,0,0,0,1,0,0,0,0,1,0
2367,221,0,7,146,0,1,0,2,1,1,1,0,0,1,0,85060.0,1,4.0,0,0,0,0,1,1,0,0,0,0,1,0
525,197,18,9,14,0,0,31,0,1,0,0,1,0,0,0,4195.0,1,5.0,0,0,0,0,1,1,0,0,0,0,1,0
5382,196,3,0,13,0,0,11,0,1,0,1,0,0,0,0,22006.0,0,5.0,0,0,0,0,0,1,0,0,0,0,1,0
13,196,1,30,17,0,0,0,0,1,0,0,0,0,0,0,493.0,0,3.0,0,0,0,0,0,1,0,0,0,1,0,0
1635,196,0,42,563,1,1,14,2,1,1,1,1,0,0,1,18710.0,1,3.0,0,0,0,0,1,1,0,0,0,0,1,0
2082,196,0,56,0,0,1,0,0,1,0,0,0,0,0,0,1236.0,0,3.0,0,0,0,0,1,0,0,0,0,0,1,0
1105,437,0,0,7,0,0,0,0,1,0,0,0,0,0,1,39589.0,1,4.0,0,0,0,0,1,1,0,0,0,0,1,0
6,195,1,0,10,0,0,0,0,1,0,0,0,0,0,0,308.0,0,6.0,0,1,0,0,0,1,0,0,0,0,1,0
1058,317,0,0,1,0,0,3,0,1,0,1,1,0,1,1,32192.0,1,6.0,0,0,0,0,0,1,0,1,0,0,0,0
1109,195,2,3,50,0,0,45,0,1,0,1,1,0,0,1,25943.0,1,7.0,0,1,0,0,1,1,0,0,0,0,1,0
2000,195,3,0,3,0,0,0,0,1,1,0,0,0,1,0,143042.0,0,5.0,0,0,0,0,0,1,0,0,0,0,1,0
1693,194,0,33,23,0,0,20,0,1,1,1,1,0,1,0,49244.0,0,4.0,0,0,0,0,1,1,0,0,0,0,1,0
723,194,4,50,20,0,0,27,0,1,1,0,0,0,0,0,26714.0,0,5.0,0,0,0,0,0,1,0,0,0,0,1,0
2297,430,5,131,0,0,0,0,0,1,1,1,1,0,0,0,16896.0,0,5.0,0,0,0,0,0,1,0,1,0,0,0,0
505,418,0,0,4,0,0,0,0,1,0,0,0,0,0,0,22527.0,1,6.0,0,0,0,0,0,1,0,0,0,0,1,0
703,194,16,0,0,2,3,0,0,1,0,1,1,0,1,0,58754.0,1,5.0,0,0,0,0,0,0,0,0,0,0,1,0
1269,194,4,6,0,0,11,0,0,1,0,0,0,0,1,0,60243.0,1,7.0,0,1,0,0,0,0,0,0,0,0,1,0
1066,194,29,49,117,0,0,0,0,1,0,1,1,0,0,1,16403.0,0,5.0,0,0,0,0,1,1,0,0,0,0,1,0
383,194,4,23,105,0,1,0,0,1,0,0,0,0,0,0,867.0,1,5.0,0,0,0,1,1,1,0,0,0,0,1,0
33,193,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1346.0,0,7.0,0,1,0,1,1,0,0,0,0,0,1,0
5233,193,3,7,39,0,0,13,2,1,0,1,1,0,1,1,274980.0,0,4.0,0,0,0,0,0,1,0,0,0,0,1,0
520,536,4,12,103,0,0,13,17,1,0,0,0,0,0,1,16539.0,0,6.0,0,0,0,0,1,1,0,0,0,0,1,0
592,192,0,8,393,0,0,0,8,1,0,0,0,0,0,0,9333.0,1,5.0,0,0,0,0,1,1,0,0,0,0,1,0
751,280,0,0,51,0,0,40,5,1,0,0,0,0,0,1,20476.0,1,5.0,0,0,0,0,1,1,0,0,0,0,1,0
763,192,3,26,148,0,0,2,3,1,0,1,1,0,0,1,7188.0,0,2.0,0,0,0,0,0,1,0,0,0,0,1,0
69,192,1,1,391,0,0,0,0,1,0,1,0,0,0,0,2044.0,0,5.0,0,1,0,0,0,1,0,0,0,0,1,0
426,192,0,1,12,1,1,0,0,1,1,0,0,0,0,0,9304.0,1,6.0,0,1,0,0,1,1,0,0,0,0,1,0
402,197,0,0,0,0,0,0,0,1,0,0,0,0,0,1,7390.0,1,4.0,0,1,0,0,0,0,0,0,1,0,0,0
1480,191,1,13,3,0,1,0,0,1,0,0,1,0,0,1,54151.0,0,4.0,0,0,0,0,0,1,0,0,1,0,0,0
119,191,0,12,95,0,0,3,1,1,0,0,0,0,0,1,5397.0,0,2.0,0,0,0,0,1,1,0,0,0,1,0,0
72,191,6,13,42,0,0,0,0,1,0,0,0,0,0,0,3054.0,0,4.0,0,1,0,0,0,1,0,0,0,0,1,0
6293,192,7,0,0,0,0,0,0,1,0,1,0,0,1,0,216744.0,0,6.0,0,0,0,0,0,0,0,0,0,0,1,0
23,190,0,0,13,0,0,0,0,1,0,0,0,0,0,0,1004.0,1,6.0,0,0,0,0,0,1,0,0,0,0,1,0
182,190,0,0,15,0,0,0,0,1,1,0,0,0,0,0,16522.0,0,3.0,0,0,0,0,0,1,0,0,0,0,1,0
364,190,0,4,1,0,0,0,0,1,0,0,0,0,0,0,13046.0,1,2.0,0,0,0,0,0,1,0,1,0,0,0,0
593,190,0,0,3,0,0,0,0,0,0,0,1,0,0,0,10183.0,1,5.0,0,1,0,0,0,1,0,0,0,1,0,0
0,189,0,0,31,0,0,28,0,1,0,1,1,0,0,0,37601.0,1,5.0,0,1,0,0,1,1,0,0,0,0,1,0
784,189,3,23,104,0,0,2,3,1,1,0,1,0,0,0,5762.0,1,2.0,0,1,0,0,0,1,0,0,0,0,1,0
47,189,1,0,34,0,0,0,0,1,0,0,0,0,0,0,379.0,1,3.0,0,0,0,0,0,1,0,0,0,0,1,0
12,188,0,0,0,0,0,0,0,0,1,0,0,0,0,0,521.0,1,5.0,0,0,0,0,0,1,0,0,0,0,1,0
198,188,0,0,3,0,0,0,0,0,0,0,1,0,0,0,959.0,0,3.0,0,0,0,0,0,1,0,0,0,0,1,0
337,188,0,16,0,0,0,0,0,1,0,0,0,0,0,0,13049.0,1,5.0,0,0,0,0,0,1,0,0,0,0,1,0
650,188,20,10,31,0,1,0,0,1,0,0,1,0,0,1,2149.0,0,5.0,0,0,0,0,1,1,0,0,0,0,1,0
588,188,23,200,262,1,2,0,0,1,0,1,1,0,0,1,7114.0,0,2.0,0,0,0,0,0,1,0,0,0,1,0,0
1354,188,0,3,69,0,0,0,0,1,0,0,0,0,0,0,50885.0,0,3.0,0,0,0,0,1,1,0,0,0,0,1,0
121,188,0,0,4,0,0,0,0,1,1,0,0,0,0,0,3807.0,1,5.0,0,1,0,0,1,1,0,0,0,0,1,0
657,188,0,38,122,0,0,0,0,1,0,0,0,0,0,0,311.0,0,2.0,0,0,0,0,0,1,0,0,0,0,1,0
916,188,0,0,1,0,0,0,0,1,0,1,0,0,0,0,6077.0,0,5.0,0,1,0,0,0,1,0,0,0,0,1,0
3504,187,0,6,21,0,0,0,0,1,0,0,0,1,0,1,223592.0,0,5.0,0,0,0,0,0,1,0,0,0,0,1,0
765,273,8,0,12,0,0,0,0,1,0,0,1,0,1,0,72925.0,0,3.0,0,0,0,0,0,1,0,0,0,0,1,0
1444,187,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8075.0,1,3.0,0,1,0,0,0,1,0,0,0,0,1,0
95,187,4,19,4,0,0,0,0,1,0,0,1,0,0,0,5013.0,0,6.0,0,1,0,0,1,1,0,0,0,0,1,0
3101,187,0,0,3,0,1,0,0,1,0,0,0,0,1,0,49760.0,0,5.0,0,0,0,0,0,1,0,0,0,0,1,0
99,187,3,27,144,0,0,0,0,1,0,0,0,0,0,0,742.0,0,6.0,0,0,0,0,0,1,0,0,0,0,1,0
35,250,0,0,91,0,0,0,0,1,0,0,0,0,0,0,250.0,1,5.0,0,0,0,0,0,1,0,0,0,0,1,0
819,213,4,3,102,0,1,0,0,1,0,1,0,0,0,0,28628.0,1,7.0,0,0,0,0,1,1,0,0,0,0,1,0
508,186,28,45,360,2,2,0,0,1,1,0,1,0,0,0,8051.0,1,5.0,1,1,0,0,0,1,0,0,0,1,0,0
2376,244,2,65,22,1,0,0,0,1,0,1,0,0,1,0,54521.0,0,5.0,0,0,0,0,0,1,0,0,0,0,1,0
1656,186,1,2,89,0,0,2,0,1,0,1,1,0,1,0,14742.0,0,4.0,0,0,0,1,1,1,0,0,0,0,1,0
656,186,2,21,287,2,4,5,6,1,0,0,1,0,0,1,3482.0,1,4.0,0,0,0,1,1,1,0,0,0,0,1,0
1073,186,0,0,54,0,0,0,0,1,0,0,0,0,1,0,25272.0,1,4.0,0,0,1,0,1,1,0,0,0,0,1,0
2341,266,4,2,13,0,0,0,0,1,0,0,0,0,1,0,91392.0,0,5.0,0,0,0,0,1,1,0,0,0,0,1,0
292,193,0,0,1,0,1,0,0,0,0,1,0,0,0,0,6680.0,0,3.0,0,0,0,1,1,1,0,0,0,0,1,0
284,186,0,0,0,0,0,0,0,0,0,0,1,1,0,0,8273.0,1,7.0,0,0,0,0,0,0,0,0,0,0,1,0
719,186,0,76,0,0,2,0,0,1,1,1,0,0,0,0,26045.0,1,3.0,0,0,0,0,0,0,0,0,0,0,1,0
817,185,0,0,1,0,0,0,0,0,1,0,0,0,0,0,30319.0,1,7.0,0,1,0,0,0,1,0,0,0,0,1,0
389,185,0,42,11,0,0,0,0,1,0,1,0,0,0,0,4758.0,0,4.0,0,1,0,0,0,1,0,0,0,0,1,0
744,261,2,7,28,1,0,0,0,1,0,0,1,0,1,1,48263.0,1,6.0,0,0,0,0,1,1,0,0,0,0,1,0
1631,258,0,0,0,0,0,0,0,1,0,0,1,0,1,0,49873.0,0,6.0,0,0,0,0,0,1,0,0,0,0,1,0
0,185,0,10,17,0,0,0,0,1,0,0,0,0,0,0,33.0,1,3.0,0,1,0,0,0,1,0,0,0,0,1,0
260,185,8,11,19,1,0,0,0,1,0,0,1,0,0,0,443.0,0,4.0,0,0,0,0,0,1,0,0,0,0,1,0
686,185,2,2,36,0,0,0,19,1,1,1,0,0,0,0,8225.0,0,5.0,0,1,0,0,0,1,0,0,0,0,1,0
412,184,4,0,5,0,0,0,0,1,0,0,0,0,0,1,766.0,1,6.0,0,1,0,0,0,1,0,0,0,0,1,0
297,184,0,12,122,0,0,0,3,1,1,0,1,0,0,0,8488.0,0,3.0,1,1,0,0,1,1,0,0,0,1,0,0
3260,436,0,0,12,0,0,0,13,1,1,0,0,0,0,0,123161.0,1,6.0,0,0,0,0,1,1,0,0,0,0,1,0
292,385,0,0,0,0,0,0,0,0,0,1,0,0,0,0,29127.0,1,2.0,0,0,0,0,0,0,0,0,0,0,1,0
136,183,0,0,167,0,0,0,0,1,0,0,0,0,0,1,7625.0,1,5.0,0,1,0,0,0,1,0,0,0,0,1,0
2015,183,4,3,0,0,0,0,0,1,0,0,0,0,1,0,102996.0,0,7.0,0,1,0,0,0,0,0,0,1,0,0,0
2137,187,3,41,1,2,0,0,0,1,1,0,0,1,0,0,78273.0,1,4.0,0,0,0,0,1,1,0,0,0,0,1,0
1265,183,3,24,495,2,3,49,0,1,0,0,1,0,0,0,7428.0,0,4.0,0,0,0,0,0,1,0,0,0,0,1,0
778,360,3,30,540,0,1,3,0,1,1,1,1,0,0,0,22363.0,0,5.0,0,1,0,0,0,1,0,0,0,0,1,0
0,208,0,4,143,0,0,0,0,1,0,0,1,0,0,0,602.0,0,2.0,0,0,0,0,0,1,0,0,0,0,1,0
24,182,4,6,6,1,1,0,0,1,0,0,0,0,0,0,678.0,0,5.0,0,1,0,0,1,1,0,0,0,0,1,0
970,181,1,7,11,0,0,0,0,1,1,0,0,0,0,1,67512.0,0,3.0,0,0,0,0,0,1,0,0,0,0,1,0
910,182,2,32,128,0,0,24,20,1,0,1,0,0,0,0,4798.0,1,5.0,0,0,0,0,0,1,0,0,0,0,1,0
126,181,4,2,90,0,0,0,0,1,0,0,1,0,0,0,4926.0,1,1.0,0,0,0,0,0,1,0,0,0,0,1,0
119,181,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1823.0,1,4.0,0,0,0,0,0,1,0,0,0,0,1,0
1929,181,0,34,16,1,1,0,1,1,0,0,1,0,0,0,75879.0,0,5.0,0,0,0,0,1,1,0,0,0,0,1,0
181,181,6,11,18,0,0,0,0,1,0,0,0,0,0,0,10140.0,1,5.0,0,0,0,0,1,1,0,0,0,0,1,0
453,181,1,29,164,0,0,7,3,1,0,0,0,0,0,1,5273.0,1,3.0,0,0,0,0,0,1,0,0,0,0,1,0
151,188,4,10,6,0,1,0,0,1,0,0,1,0,0,0,2085.0,0,5.0,0,0,0,0,0,1,0,0,0,0,1,0
139,334,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5585.0,1,5.0,0,0,0,0,0,1,0,0,0,0,1,0
113,180,6,0,0,4,0,0,0,1,0,1,1,0,0,0,1197.0,1,6.0,0,1,0,0,1,1,0,0,0,0,1,0
556,224,1,2,2,0,0,0,0,1,0,0,0,0,0,0,19244.0,1,4.0,0,0,0,0,0,1,0,0,0,0,1,0
0,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,5.0,0,0,0,0,0,0,0,1,0,0,0,0
550,180,0,21,138,0,1,22,3,1,0,1,1,0,0,1,91296.0,0,2.0,0,0,0,0,1,1,0,0,0,0,1,0
201,180,3,0,0,0,0,0,0,1,0,1,0,0,0,0,601.0,1,4.0,0,1,0,0,0,0,0,0,0,0,1,0
145,179,1,53,120,1,0,0,0,1,0,0,0,0,0,0,837.0,1,4.0,0,0,0,0,0,1,0,0,1,0,0,0
107,179,1,3,2,0,12,0,0,1,0,0,0,0,0,0,3672.0,0,5.0,0,1,0,1,1,1,0,1,0,0,0,0
46,179,0,1,81,0,0,0,0,1,1,0,0,0,0,0,2233.0,1,3.0,0,1,0,0,0,1,0,0,0,0,1,0
281,179,2,33,28,2,2,0,0,1,0,1,0,0,0,0,14974.0,0,3.0,0,1,0,0,1,1,0,0,0,0,1,0
257,179,0,7,15,0,0,11,0,1,0,1,1,0,0,0,4517.0,1,5.0,0,1,0,0,0,1,0,0,0,0,1,0
6400,178,7,0,16,0,0,0,0,1,0,0,0,0,1,0,285089.0,0,3.0,0,0,0,0,0,1,0,0,0,1,0,0
1817,236,0,0,18,1,0,0,0,1,0,1,0,0,0,0,57490.0,1,7.0,0,1,0,0,0,1,0,0,0,0,1,0
471,178,5,8,0,0,0,0,0,1,1,0,0,0,0,0,19600.0,0,2.0,0,1,0,0,1,1,0,0,0,0,1,0
574,178,5,134,56,0,1,26,0,1,0,1,1,0,0,0,7606.0,1,2.0,0,0,0,0,1,1,0,1,0,0,0,0
14,177,8,2,447,4,2,0,0,1,0,0,0,0,0,0,534.0,1,4.0,0,0,0,0,0,1,0,0,0,0,1,0
338,186,2,19,39,0,0,0,0,1,0,0,0,0,0,0,92.0,1,5.0,0,0,0,0,1,1,0,0,0,1,0,0
11,233,0,16,245,1,2,0,0,1,0,0,0,0,0,0,647.0,1,4.0,0,0,0,0,1,1,0,0,0,0,1,0
1149,177,3,7,276,1,0,19,0,1,0,0,1,0,0,0,4117.0,0,4.0,0,1,0,0,0,1,0,0,0,0,1,0
689,177,1,2,2,0,0,2,0,1,0,0,0,0,0,1,19776.0,1,4.0,0,1,0,0,0,1,0,0,0,0,1,0
539,177,1,9,27,0,0,0,0,1,1,0,0,0,0,0,32551.0,0,2.0,0,0,0,0,1,1,0,0,0,0,1,0
752,177,10,46,0,0,0,3,0,1,0,0,1,0,0,0,12136.0,0,4.0,0,0,0,0,0,1,0,0,0,0,1,0
1793,267,19,8,133,6,1,4,0,1,0,1,1,0,1,1,64377.0,0,5.0,0,0,0,0,1,1,0,0,0,0,1,0
46,177,10,0,0,0,0,0,0,1,0,0,0,0,1,0,124487.0,0,5.0,0,1,0,0,1,0,0,0,0,0,1,0
1654,177,0,0,2,0,0,0,0,1,1,0,0,0,1,0,54758.0,0,4.0,0,0,0,0,0,1,0,0,0,0,1,0
445,177,3,5,107,1,2,0,0,1,0,1,0,0,0,0,11059.0,0,2.0,0,1,0,0,0,1,0,0,0,0,1,0
624,177,0,0,12,0,0,0,0,1,0,0,0,0,0,1,21475.0,1,4.0,0,1,0,0,0,1,0,0,0,0,1,0
228,176,2,12,13,1,2,0,0,1,0,0,0,0,0,1,3896.0,0,5.0,0,0,0,0,0,1,0,0,0,0,1,0
203,176,0,0,231,0,0,0,0,0,0,1,0,0,0,0,5775.0,1,6.0,0,1,0,0,1,1,0,0,0,0,1,0
83,176,4,17,45,0,1,0,0,1,0,1,1,0,0,0,8216.0,0,3.0,0,1,0,0,1,1,0,0,0,0,0,1
0,176,0,0,0,0,0,0,0,1,0,0,0,0,0,0,18.0,1,2.0,0,0,0,0,0,1,0,0,0,0,1,0
3471,325,2,27,33,1,1,12,0,1,1,1,0,0,0,1,127373.0,1,4.0,0,0,0,0,0,1,0,0,0,0,1,0
137,176,0,31,499,0,0,0,0,1,0,0,0,0,0,0,4624.0,0,3.0,0,0,0,0,0,1,0,0,0,0,1,0
65,176,0,0,150,0,0,3,1,1,0,0,1,0,0,0,712.0,1,3.0,0,0,0,0,1,1,0,0,0,0,1,0
782,220,0,1,95,0,0,7,1,1,0,1,1,0,0,1,6834.0,1,3.0,0,0,0,0,1,1,0,0,0,0,1,0
387,176,1,290,994,6,7,0,6,1,0,1,0,0,0,1,2542.0,1,5.0,0,0,0,0,0,1,0,0,0,0,1,0
625,176,6,13,26,0,2,0,0,1,0,0,0,0,0,1,15126.0,0,4.0,0,0,0,0,0,1,0,0,0,0,1,0
319,441,0,0,67,0,0,9,0,1,0,0,0,0,0,0,8935.0,1,7.0,0,1,0,0,1,1,0,0,0,1,0,0
592,176,0,12,21,1,0,0,0,1,0,0,0,0,0,1,37919.0,0,3.0,0,1,0,0,0,1,0,0,0,0,1,0
769,176,0,52,525,0,0,0,0,1,1,0,0,0,0,1,32754.0,1,5.0,0,1,0,0,0,1,0,0,0,1,0,0
319,409,2,2,232,0,0,0,0,1,0,0,1,0,0,0,6489.0,1,4.0,0,0,0,0,0,1,0,0,0,0,1,0
359,176,0,87,281,1,3,0,0,1,0,1,0,0,0,0,16014.0,1,3.0,0,1,0,0,0,1,0,0,0,0,1,0
695,183,15,0,76,0,0,0,0,1,0,1,0,0,0,0,11880.0,0,5.0,0,1,0,0,0,1,0,0,0,0,1,0
334,176,8,0,30,1,1,15,0,1,1,0,0,0,0,0,10653.0,1,4.0,0,0,0,0,1,1,0,0,0,0,1,0
4,175,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0,5.0,0,1,0,0,0,1,0,0,0,0,1,0
2360,175,7,3,0,0,1,0,0,1,1,0,0,0,1,0,67951.0,0,6.0,0,0,0,0,0,1,0,0,1,0,0,0
2182,175,1,0,84,0,0,25,0,1,0,0,0,0,0,0,57178.0,0,3.0,0,0,0,0,0,1,0,0,0,0,1,0
32,175,0,0,52,0,0,19,7,1,0,0,0,0,0,0,1263.0,1,3.0,0,0,0,0,1,1,0,0,0,0,1,0
302,175,0,1,72,0,0,0,0,1,0,1,0,0,0,1,888.0,0,4.0,0,0,0,0,0,1,0,0,0,0,1,0
135,175,0,0,0,0,0,0,0,1,0,0,0,1,0,0,7253.0,0,4.0,0,0,0,0,1,1,0,0,0,0,1,0
22,175,0,22,133,0,0,0,0,1,0,0,0,0,0,0,872.0,1,5.0,0,0,0,0,0,1,0,0,0,0,1,0
117,175,0,34,69,0,0,0,3,1,0,0,1,0,0,1,3763.0,1,2.0,0,1,0,0,0,1,0,0,0,0,1,0
551,252,1,16,101,0,1,4,1,1,0,1,0,0,0,0,39510.0,0,3.0,0,0,0,0,1,1,0,0,0,0,1,0
268,174,0,18,24,0,1,39,4,1,0,1,0,0,0,1,4103.0,1,5.0,0,0,0,0,1,1,0,0,0,0,1,0
137,280,1,15,7,0,0,0,0,1,0,0,0,0,0,0,3734.0,0,5.0,0,0,0,0,1,1,0,0,0,1,0,0
1201,173,1,11,46,1,2,0,0,1,0,1,0,0,0,1,44317.0,1,3.0,0,0,0,0,0,1,0,0,0,0,1,0
225,173,3,22,533,1,2,21,0,1,0,0,1,0,0,0,4933.0,1,3.0,0,0,0,0,0,1,0,0,0,0,1,0
448,173,9,44,115,1,2,0,15,1,0,0,1,0,0,0,1941.0,0,2.0,0,0,0,0,1,1,0,0,0,1,0,0
107,173,12,40,0,0,2,0,0,1,0,0,0,0,0,0,4704.0,0,3.0,0,1,0,0,1,0,0,0,0,0,1,0
137,173,0,0,20,0,0,0,0,1,0,0,0,0,0,0,4193.0,0,6.0,0,1,0,0,0,1,0,0,0,0,1,0
1451,314,2,7,141,1,0,0,2,1,1,1,0,0,1,0,69875.0,0,4.0,0,1,0,0,1,1,0,0,0,0,1,0
198,246,10,1,0,0,0,0,0,1,0,1,0,0,0,0,1045.0,0,6.0,0,0,0,0,0,0,0,1,0,0,0,0
1078,172,7,9,22,2,2,6,0,1,0,1,0,0,0,0,1566.0,0,2.0,0,0,0,0,0,1,0,0,1,0,0,0
349,257,1,5,35,0,0,0,4,1,0,1,0,0,0,0,11137.0,0,5.0,0,1,0,0,1,1,0,0,0,0,1,0
245,284,4,20,33,0,0,0,0,1,0,0,1,0,0,0,8241.0,0,6.0,0,0,0,0,1,1,0,0,0,1,0,0
0,330,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,1,6.0,0,0,0,0,0,1,0,0,0,1,0,0
3076,313,2,0,35,0,0,0,0,1,0,0,1,1,0,0,87471.0,1,5.0,0,0,0,0,1,1,0,0,0,0,1,0
5176,291,3,0,0,0,0,0,0,1,0,0,0,0,0,1,185148.0,1,7.0,0,1,0,0,0,1,0,0,0,1,0,0
204,239,0,3,14,0,0,0,0,1,0,1,0,0,0,0,4834.0,0,4.0,0,1,0,0,0,1,0,0,0,0,1,0
2108,330,0,0,0,0,3,0,0,1,0,0,0,0,0,0,26601.0,0,5.0,0,0,0,0,0,0,0,0,0,0,1,0
7,172,0,10,169,0,0,0,0,1,0,0,0,0,0,0,371.0,0,4.0,0,1,0,0,0,1,0,0,0,0,1,0
566,226,1,0,0,0,0,0,0,1,0,0,0,0,1,0,486.0,0,4.0,0,0,1,0,0,0,0,0,0,0,1,0
103,172,0,0,5,0,0,0,0,0,0,0,1,0,0,0,3214.0,1,5.0,0,0,0,0,0,1,0,0,0,0,1,0
666,172,17,5,9,0,0,0,0,1,0,0,1,0,0,0,6825.0,0,5.0,0,1,0,0,0,1,0,0,0,0,1,0
80,172,1,4,111,0,1,0,0,1,1,0,1,0,0,0,3185.0,0,5.0,0,0,0,0,1,1,0,0,1,0,0,0
67,613,1,0,5,0,0,0,0,1,0,0,0,0,0,0,4450.0,1,7.0,0,1,0,0,0,1,0,0,0,0,1,0
632,494,4,0,51,0,0,0,0,1,0,0,0,0,0,1,38780.0,1,7.0,0,0,0,0,0,1,0,0,0,0,1,0
87,594,0,0,0,0,0,0,0,0,0,0,1,0,0,0,296.0,1,7.0,0,0,0,0,1,0,0,1,0,0,0,0
