annual_revenue,Month_on_Book,Branch_Trans_3_Mos,ATM_Trans_3_Mos,signon_trans_3_Mos,CC_Visits_3_Mos,VRU_visits_3_Mos,BP_trans_3_Mos,RDC_trans_3_Mos,Checking_flag,Savings_flag,Loans_LOC_flag,CreditCard_flag,CDs_flag,HELoans_HELOC_flag,MMDA_flag,Customer_Value,Gender_P1,Household_Age,Auto_Refinance,Credit_Card,Home_Equity_ITA,Click,Open,DV,Dwelling_Type_Business,Dwelling_Type_Condo,Dwelling_Type_MobileHome,Dwelling_Type_MultiFamilyUnit,Dwelling_Type_SingleFamily,Dwelling_Type_Unknown
2175,86,5,2,16,0,0,0,0,1,0,1,1,0,0,1,39325.0,1,6.0,0,0,0,0,1,1,0,0,0,0,1,0
0,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12.0,0,6.0,0,1,0,0,0,1,0,0,0,0,1,0
41,416,7,5,105,0,0,0,0,1,0,0,0,0,0,0,2092.0,0,5.0,0,1,0,0,0,1,0,0,0,0,1,0
0,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,1,5.0,0,0,0,0,0,1,0,0,0,0,1,0
12,86,0,23,253,0,0,0,0,1,0,0,0,0,0,0,192.0,1,3.0,0,0,0,0,0,1,0,0,0,0,1,0
1704,86,0,5,0,0,0,0,0,1,0,1,1,0,0,1,31613.0,0,4.0,0,0,0,0,1,1,0,0,0,0,1,0
754,85,0,0,20,0,0,0,0,1,1,0,0,0,0,0,19890.0,1,5.0,0,1,0,0,0,1,0,1,0,0,0,0
1364,85,18,49,323,0,0,0,0,1,0,0,1,0,0,0,6846.0,0,3.0,0,0,0,0,0,1,0,0,1,0,0,0
22,85,2,0,27,0,0,0,0,1,0,0,0,0,0,0,1104.0,0,6.0,0,0,0,0,0,1,0,0,0,0,1,0
292,85,11,16,109,0,0,0,0,1,1,0,0,0,0,0,273.0,0,1.0,0,0,0,0,0,1,0,1,0,0,0,0
23,85,0,0,1,0,0,0,0,1,0,0,0,0,0,0,125.0,1,4.0,0,1,0,0,0,1,0,0,0,0,1,0
12,85,0,0,0,0,2,0,0,1,0,0,0,0,0,0,496.0,1,3.0,0,1,0,0,0,0,0,0,0,0,1,0
0,85,0,2,40,0,0,0,7,1,0,0,1,0,0,0,2937.0,1,4.0,0,0,0,0,0,1,0,0,0,0,1,0
2190,84,23,0,99,1,0,0,0,1,1,1,1,0,0,0,11519.0,0,5.0,0,1,0,0,0,1,0,0,0,0,1,0
18,84,0,4,170,0,0,0,0,1,0,0,0,0,0,0,368.0,1,2.0,0,0,0,0,0,1,0,0,0,1,0,0
661,84,3,1,88,0,0,15,0,1,0,1,1,0,0,0,21258.0,1,5.0,0,0,0,0,1,1,0,0,0,0,1,0
21,84,2,19,2,0,0,0,0,1,0,0,0,0,0,0,65.0,0,4.0,0,0,0,1,1,1,0,0,0,1,0,0
186,84,4,87,0,0,3,0,0,1,0,0,0,0,0,1,7088.0,0,5.0,0,0,0,0,1,1,0,0,0,0,1,0
37,84,1,0,37,0,3,0,0,1,0,0,0,0,0,0,441.0,0,5.0,0,0,0,0,0,1,0,0,0,1,0,0
998,84,4,6,521,0,0,3,5,1,0,1,0,0,0,1,53668.0,0,3.0,0,1,0,0,0,1,0,0,0,0,1,0
0,84,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.0,1,3.0,0,0,0,0,0,1,0,0,0,0,1,0
5957,84,0,0,0,0,0,0,0,1,0,0,0,0,0,1,215739.0,0,2.0,0,0,0,0,0,1,0,0,0,0,1,0
750,137,1,17,7,0,0,0,0,1,0,0,1,0,0,0,17710.0,1,3.0,0,1,0,0,0,1,0,0,0,0,1,0
1429,84,0,17,60,0,0,27,2,1,1,1,1,0,1,0,50424.0,0,6.0,0,0,0,0,1,1,0,0,0,0,1,0
0,84,4,0,15,0,0,0,0,1,0,1,1,0,0,0,1207.0,0,6.0,0,0,0,0,0,1,0,0,0,0,1,0
996,83,3,0,0,0,0,0,0,1,0,0,0,0,1,0,27987.0,0,4.0,0,0,0,0,1,0,0,0,0,0,1,0
105,83,3,13,42,0,0,0,0,1,1,0,0,0,0,0,1554.0,0,1.0,0,1,0,0,0,1,0,0,0,0,1,0
8,83,1,0,1,0,14,0,0,1,0,0,1,0,0,1,508.0,0,7.0,0,0,0,0,0,1,0,0,0,1,0,0
462,83,15,12,19,1,1,0,0,1,0,1,1,0,0,0,12669.0,0,5.0,0,1,0,0,1,1,0,0,0,0,1,0
315,83,0,3,121,0,0,0,2,1,0,0,1,0,0,1,2857.0,1,3.0,0,0,0,0,0,1,0,0,0,0,1,0
48,83,1,0,28,0,0,0,2,1,0,1,1,0,0,0,2238.0,1,5.0,0,0,0,0,1,1,0,0,0,0,1,0
371,83,0,0,7,1,0,0,0,0,0,0,1,0,0,0,0.0,1,2.0,0,1,0,0,1,1,0,0,0,0,1,0
381,82,0,0,5,0,0,0,0,1,0,0,0,0,0,0,13563.0,1,5.0,0,1,0,0,1,1,0,0,0,0,1,0
63,82,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2291.0,1,3.0,0,1,0,0,1,1,0,0,0,0,0,1
232,82,5,15,69,0,0,0,11,1,0,1,0,0,0,1,1559.0,1,5.0,0,0,0,0,0,1,0,0,0,0,1,0
66,82,2,3,113,2,1,0,1,1,0,0,0,0,0,0,355.0,1,5.0,0,1,0,0,0,1,0,0,0,0,1,0
1456,130,13,7,17,0,0,4,0,1,0,0,0,0,1,0,52454.0,0,5.0,0,0,0,0,0,1,0,0,0,0,1,0
230,82,2,0,0,0,0,0,0,0,0,1,0,0,0,0,2060.0,0,2.0,0,1,0,0,0,0,0,0,0,0,1,0
291,82,14,34,73,0,0,0,0,1,0,1,0,0,0,0,7050.0,0,4.0,0,0,0,0,0,1,0,0,0,0,1,0
76,82,0,3,165,0,0,0,0,1,0,0,0,0,0,1,168.0,1,2.0,0,0,0,0,0,1,0,1,0,0,0,0
10,82,0,0,7,0,0,0,0,0,0,0,1,0,0,0,16.0,0,2.0,0,1,0,0,0,1,0,0,0,0,1,0
0,82,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,1,4.0,0,0,0,0,0,1,0,0,0,0,1,0
364,81,0,0,17,1,0,0,0,1,0,0,1,0,0,0,4394.0,1,6.0,0,0,0,0,0,1,0,0,0,0,1,0
9,81,2,8,106,3,1,0,0,1,0,0,0,0,0,0,776.0,1,4.0,0,0,0,0,0,1,0,0,0,0,1,0
101,81,3,0,48,0,0,0,0,1,0,0,0,0,1,1,3075.0,0,3.0,0,1,0,0,0,1,0,0,0,0,1,0
1126,81,0,10,122,0,0,10,6,1,0,0,1,0,0,0,15342.0,1,4.0,0,1,0,0,0,1,0,0,0,0,1,0
402,81,0,0,0,1,3,0,0,1,0,0,1,0,0,0,7513.0,1,7.0,0,1,0,0,0,0,0,0,0,0,1,0
18,81,17,10,94,0,1,0,0,1,0,0,0,0,0,0,794.0,1,6.0,0,0,0,0,1,1,0,0,0,0,1,0
3,81,0,0,1,0,0,0,0,1,0,0,0,0,0,0,104.0,0,3.0,0,0,0,0,0,1,0,0,0,0,1,0
359,81,5,0,86,0,0,0,0,1,1,0,0,0,0,0,5711.0,1,4.0,0,0,0,0,0,1,0,0,1,0,0,0
1974,80,0,1,134,0,0,0,2,1,0,0,1,0,0,1,42880.0,1,2.0,0,0,0,0,1,1,0,0,0,0,1,0
1699,80,2,0,12,0,0,0,0,1,0,1,0,0,0,0,45763.0,1,6.0,0,0,0,0,0,1,0,0,0,0,1,0
526,180,1,0,184,0,0,0,0,1,1,0,1,0,0,0,2231.0,0,3.0,0,0,0,0,0,1,0,1,0,0,0,0
12,80,0,0,10,0,0,3,0,1,0,0,0,0,0,0,757.0,0,2.0,0,0,0,0,0,1,0,0,0,0,1,0
48,80,0,36,444,0,0,0,0,1,1,0,0,0,0,0,3616.0,1,1.0,0,1,0,0,1,1,0,0,0,0,1,0
1552,482,6,0,19,0,0,39,0,1,1,0,1,0,0,1,64308.0,0,6.0,0,0,0,0,1,1,0,0,0,0,1,0
475,80,4,27,51,2,2,0,0,1,0,0,0,0,0,0,7608.0,1,3.0,0,0,0,0,0,1,0,0,0,0,1,0
652,181,2,2,19,0,0,0,0,1,0,0,0,0,1,0,39509.0,0,5.0,0,0,1,0,1,1,0,0,0,0,1,0
686,265,5,0,200,1,2,0,0,1,0,0,0,0,1,0,25336.0,0,5.0,0,0,0,0,1,1,0,0,0,0,1,0
539,104,0,0,19,0,0,0,0,1,0,0,1,0,0,1,3009.0,0,5.0,0,0,0,0,0,1,0,0,0,1,0,0
1136,158,0,7,30,0,0,0,0,1,1,0,0,0,0,0,5890.0,1,6.0,0,0,0,0,0,1,0,0,0,0,1,0
296,126,35,24,0,0,0,0,0,1,0,0,1,0,0,1,2023.0,1,7.0,0,0,0,0,0,0,0,0,0,0,1,0
62,140,0,0,6,0,0,0,0,1,0,0,1,0,0,0,46.0,0,2.0,0,0,0,0,0,1,0,0,0,0,1,0
200,830,9,3,0,0,30,0,0,1,0,1,1,0,1,1,9168.0,1,6.0,0,0,0,0,1,0,0,0,0,0,1,0
97,172,2,37,192,2,2,0,0,1,0,0,0,0,0,1,352.0,1,3.0,0,1,0,0,0,1,0,0,0,0,1,0
6,112,0,0,8,0,0,0,0,0,0,0,1,0,0,0,88.0,1,6.0,0,1,0,0,0,1,0,0,0,0,1,0
549,183,0,0,0,1,0,0,0,1,0,0,0,0,0,1,17554.0,0,6.0,0,1,0,0,0,0,0,0,0,0,1,0
127,118,6,0,108,0,0,0,0,1,1,1,0,0,0,0,5910.0,0,5.0,0,1,0,0,1,1,0,0,0,0,1,0
586,139,1,32,171,0,0,0,1,1,0,1,0,0,1,1,87092.0,0,3.0,0,0,0,0,0,1,0,0,0,0,1,0
138,310,2,3,61,0,0,0,0,1,1,0,0,0,0,0,3048.0,0,7.0,0,1,0,0,1,1,0,0,0,0,1,0
0,92,0,0,100,3,0,22,0,0,0,1,0,0,0,0,33.0,1,6.0,0,1,0,0,0,1,0,0,0,0,1,0
860,169,2,7,25,2,1,28,0,1,0,1,0,0,1,0,7832.0,1,4.0,0,0,0,0,1,1,0,0,0,0,1,0
3,105,0,0,4,0,0,0,0,1,0,0,0,0,0,0,174.0,1,1.0,0,0,0,0,0,1,0,0,0,0,1,0
4214,254,1,16,18,0,0,0,0,1,1,0,1,0,1,0,110512.0,0,5.0,0,1,0,0,0,1,0,0,0,0,1,0
262,150,5,11,85,1,1,0,5,1,0,1,1,0,0,0,2851.0,0,3.0,0,0,0,1,1,1,0,0,0,0,1,0
107,80,0,0,20,0,0,0,0,1,0,0,0,0,0,0,224.0,1,4.0,0,0,0,0,0,1,0,0,0,0,1,0
71,80,4,37,96,0,0,0,0,1,0,0,1,0,1,1,29463.0,0,2.0,0,0,0,0,1,1,0,0,0,0,1,0
653,300,0,17,461,0,0,7,9,1,0,0,0,0,1,1,35629.0,0,5.0,0,0,0,0,1,1,0,0,0,0,1,0
1002,458,0,0,0,0,0,0,0,1,0,0,1,0,0,1,38592.0,1,5.0,0,1,0,0,0,0,0,0,0,0,1,0
967,453,7,1,102,2,0,65,0,1,0,0,0,1,0,1,64307.0,0,5.0,0,0,0,0,0,1,0,0,0,0,1,0
2919,214,0,20,138,2,2,19,1,1,0,0,1,0,1,0,121619.0,1,4.0,0,1,0,0,0,1,0,0,0,0,1,0
378,401,0,0,20,0,0,0,0,0,0,0,1,0,0,0,1415.0,0,5.0,0,0,0,1,1,1,0,0,0,0,1,0
199,340,1,17,104,0,0,0,0,1,0,0,0,0,0,0,507.0,1,5.0,0,1,0,0,0,1,0,0,0,0,1,0
110,218,0,4,378,0,0,0,0,1,1,0,1,0,0,0,3274.0,1,4.0,0,0,0,0,0,1,0,0,0,0,1,0
980,535,8,0,5,0,0,0,0,1,1,0,1,0,0,0,36334.0,0,7.0,0,1,0,0,0,1,0,0,0,0,1,0
838,177,0,0,6,1,0,0,0,0,0,0,1,0,0,0,2576.0,1,4.0,0,1,0,0,1,1,0,0,0,0,1,0
409,213,6,0,206,0,0,0,6,1,0,0,1,0,0,0,1747.0,1,3.0,0,0,0,0,0,1,0,0,0,0,1,0
0,80,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.0,1,2.0,0,0,0,0,0,1,0,0,0,0,1,0
181,191,0,16,15,0,0,0,0,1,1,0,0,0,0,0,3947.0,1,3.0,0,1,0,0,0,1,0,0,0,0,1,0
171,103,4,2,21,0,0,0,0,1,1,0,0,0,0,0,8023.0,1,2.0,0,0,0,0,0,1,0,0,0,0,1,0
1565,423,17,0,14,0,0,0,0,1,0,0,0,0,0,1,61972.0,1,6.0,0,1,0,0,1,1,0,0,0,0,1,0
1236,238,1,4,18,0,0,29,0,1,0,1,1,0,1,1,49513.0,1,5.0,0,0,0,0,0,1,0,0,0,0,1,0
1510,279,0,5,64,1,0,0,8,1,1,1,1,0,0,1,47821.0,0,4.0,0,0,0,0,0,1,0,0,0,0,1,0
217,433,0,18,0,0,0,0,0,1,0,0,0,0,0,0,753.0,0,6.0,0,0,0,0,0,1,0,0,0,0,1,0
276,165,0,6,20,0,0,0,0,1,1,0,0,0,0,0,12150.0,1,4.0,0,0,0,0,0,1,0,0,0,0,1,0
1320,382,0,17,8,0,0,23,0,1,0,0,1,0,0,1,69341.0,0,6.0,0,1,0,0,0,1,0,0,0,0,1,0
96,138,2,3,68,0,0,0,0,1,0,0,1,0,0,1,2752.0,1,4.0,0,1,0,0,1,1,0,0,0,0,1,0
43,108,4,11,2,2,0,0,0,1,0,0,0,0,0,0,2246.0,0,6.0,0,1,0,0,0,1,0,0,0,0,1,0
62,425,4,6,34,0,0,0,0,1,0,1,0,0,0,0,1060.0,1,7.0,0,1,0,0,0,1,0,0,0,0,1,0
9,80,0,0,30,0,0,0,0,1,0,0,0,0,0,0,286.0,1,5.0,0,0,0,0,0,1,0,0,0,0,1,0
1669,87,0,7,78,0,0,0,0,1,0,0,0,0,1,0,95145.0,0,5.0,0,1,0,0,1,1,0,0,0,0,1,0
128,188,0,2,20,0,0,10,0,1,0,1,0,0,0,0,4379.0,0,3.0,0,1,0,0,1,1,0,0,0,0,1,0
21,246,0,6,62,1,1,0,0,1,0,0,0,0,0,0,492.0,0,5.0,0,1,0,0,0,1,0,0,0,0,1,0
379,201,0,1,39,0,1,12,3,1,0,0,0,0,0,0,15341.0,0,3.0,0,1,0,0,0,1,0,0,0,0,1,0
2847,147,3,15,33,0,0,20,0,1,0,0,1,0,0,1,153319.0,0,5.0,0,1,0,0,1,1,0,0,0,0,1,0
232,285,5,20,0,0,1,0,0,1,0,0,1,0,0,0,7716.0,1,3.0,0,1,0,0,0,0,0,0,0,0,1,0
362,159,2,2,63,0,0,9,0,1,0,1,0,0,0,0,7697.0,0,4.0,0,0,0,0,0,1,0,0,0,0,1,0
620,239,0,0,11,0,0,0,0,1,0,1,1,0,0,0,1697.0,1,4.0,0,0,0,0,1,1,0,0,0,0,1,0
129,379,10,0,25,0,0,13,0,1,1,0,0,0,0,0,7729.0,1,3.0,0,1,0,0,0,1,0,0,0,0,1,0
340,193,0,15,23,0,0,5,0,1,1,0,0,0,0,0,14949.0,0,6.0,0,1,0,0,1,1,0,0,0,0,1,0
2450,339,1,0,43,2,1,19,0,0,0,0,0,0,0,1,125959.0,1,5.0,0,1,0,0,1,1,0,0,0,0,1,0
204,101,0,74,4,0,0,0,0,1,0,0,0,0,0,0,7648.0,0,6.0,0,0,0,0,0,1,0,0,0,0,1,0
224,150,0,0,19,0,0,0,0,0,0,1,0,0,0,0,1545.0,1,5.0,0,1,0,0,0,1,0,0,0,0,1,0
524,545,1,37,7,0,0,19,0,1,0,0,1,0,0,0,23301.0,0,6.0,0,1,0,0,0,1,0,0,0,0,1,0
163,208,1,3,49,0,0,14,3,1,1,0,0,0,0,0,5456.0,1,3.0,0,0,0,0,0,1,0,0,0,0,1,0
18,141,0,1,2,46,30,0,0,1,0,0,0,0,0,0,1027.0,0,6.0,0,0,0,0,0,1,0,0,0,0,1,0
642,147,0,41,80,0,0,13,0,1,0,1,0,0,0,0,24408.0,1,4.0,0,0,0,0,1,1,0,0,0,0,1,0
312,431,6,33,14,1,0,28,0,1,0,1,1,0,0,1,5819.0,1,5.0,0,0,0,0,1,1,0,0,0,0,1,0
882,421,10,0,0,0,0,0,0,1,0,0,1,0,0,0,17731.0,1,6.0,0,0,0,0,0,0,0,0,0,0,1,0
496,88,4,0,4,2,1,0,0,0,1,0,1,1,0,0,28990.0,1,6.0,0,1,0,0,1,1,0,0,0,0,1,0
1659,245,0,8,100,0,0,23,7,1,1,0,1,0,0,0,61577.0,0,5.0,0,0,0,0,0,1,0,0,0,0,1,0
370,144,2,3,75,2,1,4,10,1,0,0,0,0,0,1,13001.0,1,2.0,0,1,0,0,0,1,0,0,0,0,1,0
1868,114,9,17,79,0,1,0,0,1,0,1,0,0,0,0,70801.0,1,3.0,0,1,0,0,1,1,0,0,0,0,1,0
764,356,2,26,0,0,7,0,0,1,0,0,1,0,0,0,4977.0,0,5.0,0,0,0,0,1,0,0,0,0,0,1,0
0,230,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0.0,0,3.0,0,0,0,0,0,1,0,0,0,0,1,0
490,371,3,1,122,0,0,20,2,1,0,0,1,0,0,0,17163.0,0,5.0,0,1,0,0,1,1,0,0,0,0,1,0
1478,512,12,0,29,0,0,22,0,1,0,0,1,0,0,1,87313.0,0,5.0,0,1,0,0,0,1,0,0,0,0,1,0
106,244,0,0,0,1,0,0,0,1,0,0,0,0,0,0,4881.0,0,3.0,0,1,0,0,0,0,0,0,0,0,1,0
1056,451,0,10,81,3,4,0,0,1,0,0,1,0,0,0,36167.0,0,6.0,0,0,0,0,1,1,0,0,0,0,1,0
102,504,2,16,163,0,0,0,1,1,1,0,1,0,0,0,3289.0,0,6.0,0,1,0,0,1,1,0,0,0,0,1,0
3707,115,1,11,0,0,1,0,0,1,0,0,0,0,0,0,120573.0,0,4.0,0,1,0,0,0,1,0,0,0,0,1,0
204,87,0,0,1,0,0,0,0,0,1,0,0,0,0,0,7704.0,1,6.0,0,0,0,0,0,1,0,0,0,1,0,0
357,437,4,1,17,1,1,14,0,1,1,0,1,0,0,0,8557.0,1,7.0,0,0,0,0,1,1,0,0,0,0,1,0
527,129,0,16,114,0,0,0,0,1,0,0,1,0,0,1,1219.0,1,2.0,0,1,0,0,1,1,0,0,0,0,1,0
428,140,0,9,31,0,0,19,0,1,1,0,0,0,0,0,5273.0,0,6.0,0,0,0,0,0,1,0,0,0,0,1,0
436,420,0,0,10,0,0,5,0,1,0,0,0,0,0,0,12878.0,1,7.0,0,0,0,0,1,1,0,0,0,0,1,0
110,202,2,9,10,0,0,0,0,1,0,0,0,0,0,0,5436.0,1,3.0,0,1,0,0,1,1,0,0,0,0,1,0
300,91,10,22,112,0,0,0,0,1,0,0,0,0,0,0,15093.0,0,6.0,0,0,0,0,0,1,0,0,0,0,1,0
1842,111,0,8,107,0,1,0,0,1,1,0,1,0,0,1,53886.0,0,2.0,0,0,0,0,0,1,0,0,0,0,1,0
282,290,4,0,8,0,0,0,0,1,0,0,1,0,0,0,1278.0,0,6.0,0,1,0,0,0,1,0,0,0,0,1,0
234,830,14,0,0,2,8,0,0,1,0,0,1,0,0,1,13319.0,1,7.0,0,0,0,0,0,1,0,0,0,0,1,0
3631,308,0,21,66,0,0,10,0,1,0,1,0,0,0,0,12674.0,0,3.0,0,0,0,0,0,1,0,0,0,0,1,0
18,316,1,2,9,0,0,0,0,1,0,1,0,0,0,0,960.0,1,7.0,0,0,0,0,0,1,0,0,0,0,1,0
250,339,16,23,29,2,4,0,0,1,0,0,1,0,0,0,10221.0,1,4.0,0,0,0,0,0,1,0,0,0,0,1,0
12,144,0,0,0,0,1,0,0,1,0,0,1,0,0,0,191.0,1,5.0,0,1,0,0,0,0,0,0,0,0,1,0
2857,228,0,9,47,0,0,0,0,1,0,0,0,0,0,0,27304.0,1,4.0,0,0,0,0,1,1,0,0,0,0,1,0
1734,404,0,11,85,1,1,23,0,1,0,0,1,0,1,0,75178.0,0,4.0,0,0,0,0,1,1,0,0,0,0,1,0
411,133,3,22,308,0,0,0,0,1,1,0,0,0,0,0,7287.0,0,2.0,0,0,0,0,0,1,0,0,0,0,1,0
1794,202,3,66,361,3,2,20,0,1,0,1,0,0,0,1,40061.0,1,3.0,0,0,0,0,0,1,0,0,0,0,1,0
349,177,0,37,285,0,0,3,2,1,1,0,1,0,0,0,5967.0,1,2.0,0,1,0,0,1,1,0,0,0,0,1,0
3467,440,2,0,15,0,0,0,0,0,0,0,0,0,0,1,123346.0,0,6.0,0,1,0,0,0,1,0,0,0,0,1,0
270,154,9,3,48,2,2,0,0,1,0,0,0,0,0,0,5682.0,1,5.0,0,0,0,0,0,1,0,0,0,1,0,0
1830,157,3,0,7,0,0,0,0,1,0,0,1,1,0,0,91544.0,1,7.0,0,0,0,0,1,1,0,0,0,1,0,0
24,152,3,0,0,0,0,0,0,0,1,0,1,0,0,0,790.0,0,5.0,0,1,0,0,1,1,0,0,0,0,1,0
3676,238,1,52,42,0,0,11,1,1,1,1,1,0,0,1,154724.0,1,5.0,0,0,0,0,1,1,0,0,0,0,1,0
310,80,2,0,0,0,0,0,0,0,0,0,0,0,0,1,18358.0,0,5.0,0,1,0,0,0,1,0,0,0,0,1,0
417,192,0,0,28,0,0,9,0,1,0,0,0,0,0,0,17182.0,0,4.0,0,1,0,0,0,1,0,0,0,1,0,0
424,209,0,26,0,0,0,0,0,1,0,0,1,0,1,0,52665.0,0,5.0,0,0,0,0,0,1,0,0,0,0,1,0
291,321,1,9,45,0,0,0,0,1,0,0,0,0,0,1,2824.0,1,5.0,0,1,0,0,1,1,0,0,0,0,1,0
94,329,1,80,14,0,2,27,0,1,0,1,0,0,0,0,2739.0,0,5.0,0,0,0,0,1,1,0,0,0,0,1,0
0,270,2,0,16,0,0,0,0,0,0,0,1,0,1,0,6986.0,0,5.0,0,0,0,0,1,1,0,0,0,0,1,0
548,252,0,11,0,0,0,0,0,1,0,0,1,0,0,0,5144.0,1,2.0,0,1,0,0,1,0,0,0,0,0,1,0
389,313,2,1,14,0,0,10,0,1,1,0,0,0,0,0,18114.0,0,5.0,0,0,0,0,0,1,0,0,0,0,1,0
44,80,2,11,145,0,0,29,0,1,0,0,0,0,0,0,1329.0,1,4.0,0,0,0,0,1,1,0,0,0,0,1,0
701,299,4,11,0,0,0,0,0,1,0,0,0,0,0,0,4673.0,0,4.0,0,0,0,0,0,0,0,0,0,0,1,0
1655,207,8,22,1,1,1,0,0,1,0,0,1,0,0,0,29782.0,1,7.0,0,0,0,0,1,1,0,0,0,0,1,0
1143,120,0,4,45,0,0,3,3,1,1,0,1,0,0,0,29358.0,1,3.0,0,0,0,0,0,1,0,0,0,0,1,0
402,80,0,0,0,0,0,0,0,1,0,0,0,0,0,0,15436.0,0,5.0,0,0,0,0,0,1,0,0,0,0,1,0
418,138,5,5,229,0,0,0,0,1,0,0,1,0,0,0,3574.0,1,5.0,0,0,0,0,0,1,0,0,0,0,1,0
853,80,3,7,0,1,1,0,0,1,0,1,0,0,1,0,41480.0,0,5.0,0,1,0,0,0,0,0,0,0,0,1,0
127,80,5,42,0,0,11,0,0,1,0,0,0,0,0,0,5421.0,0,1.0,0,0,0,0,0,1,0,0,0,1,0,0
1290,80,0,9,41,0,0,0,0,1,0,1,0,0,0,0,15223.0,0,3.0,0,1,0,0,0,1,0,0,0,0,1,0
55,337,1,0,190,0,0,0,0,1,0,1,0,0,0,0,1202.0,0,7.0,0,1,0,1,1,1,0,0,0,0,1,0
201,79,2,6,42,1,0,0,0,1,0,1,0,0,0,0,7535.0,1,4.0,0,1,0,0,0,1,0,0,0,0,1,0
2881,79,0,3,37,0,0,0,0,1,1,1,0,0,0,0,55804.0,1,2.0,0,1,0,0,1,1,0,0,0,1,0,0
24,79,7,1,347,1,0,0,1,1,0,1,1,0,0,0,9310.0,0,6.0,0,0,0,0,1,1,0,0,0,1,0,0
309,79,0,1,52,0,0,0,2,1,0,0,0,0,0,1,9843.0,1,4.0,0,1,0,0,0,1,0,0,0,0,1,0
43,79,7,3,56,0,1,0,0,1,0,0,0,0,0,0,2115.0,1,7.0,0,0,0,0,1,1,0,0,0,0,1,0
0,79,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0,6.0,0,1,0,0,0,1,0,0,0,0,1,0
715,79,4,1,689,1,0,0,0,1,0,0,1,1,0,1,22448.0,0,2.0,0,0,0,0,0,1,0,0,0,1,0,0
626,79,5,20,50,0,0,0,0,1,0,0,0,0,0,1,19393.0,0,3.0,0,1,0,0,0,1,0,0,0,0,1,0
251,78,10,8,0,1,15,0,0,1,1,0,1,0,0,0,8500.0,0,3.0,0,0,0,0,0,0,0,0,0,0,1,0
523,78,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2369.0,0,4.0,0,0,0,0,0,0,0,0,0,0,1,0
1,78,1,0,15,0,0,0,0,0,0,0,0,0,0,1,165.0,1,7.0,0,0,0,0,0,1,0,0,0,0,1,0
881,78,2,18,34,0,1,11,0,1,0,1,1,0,0,1,5061.0,1,3.0,0,0,0,0,1,1,0,0,0,1,0,0
0,400,0,0,2,0,0,0,0,0,0,0,1,0,0,0,18.0,0,5.0,0,1,0,0,0,1,0,0,0,0,1,0
125,115,0,0,4,0,0,0,0,0,0,1,1,0,0,0,7944.0,0,4.0,0,0,0,0,1,1,0,0,0,0,1,0
59,277,2,0,90,0,0,0,0,0,1,0,0,0,0,0,3584.0,1,7.0,0,1,0,0,0,1,0,0,0,0,1,0
165,78,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5694.0,1,5.0,0,0,0,0,1,1,0,0,0,0,1,0
917,78,3,5,14,0,0,0,0,1,0,0,1,0,1,1,22816.0,0,6.0,0,0,0,0,1,1,0,0,0,0,1,0
259,77,1,2,102,0,0,0,0,1,0,0,0,0,0,1,2551.0,0,5.0,0,0,0,0,0,1,0,0,0,0,1,0
2289,77,0,0,2,0,0,0,0,1,0,0,0,0,1,1,63181.0,0,4.0,0,0,0,0,0,1,0,0,0,0,1,0
138,77,3,4,0,0,12,0,0,1,0,0,0,0,0,0,728.0,1,6.0,0,1,0,0,0,0,0,0,0,0,1,0
155,77,0,8,94,0,0,0,1,1,1,0,0,0,0,0,1613.0,1,2.0,0,0,0,0,0,1,0,0,0,1,0,0
415,77,1,1,10,1,2,0,0,0,1,0,0,0,1,0,18066.0,0,6.0,0,1,0,0,1,1,0,0,0,0,1,0
403,77,3,10,90,0,0,0,0,1,0,0,1,0,0,0,5639.0,0,3.0,0,1,0,0,1,1,0,0,0,0,1,0
283,77,0,28,145,0,0,0,0,1,0,0,0,0,0,0,2468.0,1,3.0,0,0,0,0,1,1,0,0,0,0,1,0
28,77,0,174,0,0,1,0,0,1,0,0,0,0,0,0,1229.0,1,4.0,0,1,0,0,0,1,0,0,0,0,1,0
215,77,0,0,127,0,0,0,0,1,0,0,0,0,0,0,7824.0,0,2.0,0,1,0,0,1,1,0,0,0,0,1,0
430,76,0,9,18,0,0,0,0,1,1,0,0,0,0,0,9381.0,1,5.0,0,0,0,0,0,1,0,0,0,0,1,0
1020,76,1,36,18,0,0,0,0,1,0,0,0,0,0,0,24901.0,0,3.0,0,1,0,0,0,1,0,0,0,0,1,0
27,76,2,20,42,0,0,13,0,1,0,0,0,0,0,0,779.0,1,3.0,0,0,0,0,0,1,0,0,0,0,1,0
111,76,0,0,66,0,0,0,0,1,0,0,1,0,0,0,3397.0,0,5.0,0,1,0,0,1,1,0,0,0,0,1,0
339,76,3,0,76,0,0,0,0,1,0,0,1,0,0,0,994.0,1,5.0,0,1,0,0,0,1,0,0,0,0,1,0
